;link;room;area;floor;all_floors;subway;sub_time;address;price
0;https://www.mirkvartir.ru/304161141/;2;60.0;1;4;-;-;Москва, Первомайское поселение, д. Горчаково, Школьная ул., 7к2;9100000
1;https://www.mirkvartir.ru/294901275/;3;70.0;3;26;Селигерская;7;Москва, Дмитровское ш., 73Б;25300000
2;https://www.mirkvartir.ru/304631968/;2;46.0;4;9;Волжская;10;Москва, ул. Полбина, 42;15100000
3;https://www.mirkvartir.ru/298724600/;1;44.0;3;22;Молодежная;10;Москва, Истринская ул., 6;13000000
4;https://www.mirkvartir.ru/302081332/;4;176.0;24;48;Проспект Вернадского;10;Москва, Ленинский пр-кт, 111к1;135000000
5;https://www.mirkvartir.ru/303659921/;1;38.6;17;17;Медведково;-;Москва, Стартовая ул., 35;10500000
6;https://www.mirkvartir.ru/268560904/;1;261.0;13;16;Электрозаводская;15;Москва, ул. Короленко, 5;104400000
7;https://www.mirkvartir.ru/295895607/;4;89.3;3;6;Смоленская;3;Москва, пер. Плотников, 10;62500000
8;https://www.mirkvartir.ru/292127796/;6;259.6;6;8;Студенческая;-;Москва, пер. Ростовский 7-й, 11;139436640
9;https://www.mirkvartir.ru/304460022/;3;68.0;5;14;Новые Черемушки;-;Москва, Профсоюзная ул., 43к2;15300554
10;https://www.mirkvartir.ru/304196490/;4;62.0;7;9;Новоясеневская;6;Москва, ул. Паустовского, 34;17200000
11;https://www.mirkvartir.ru/304670444/;3;64.0;4;12;Орехово;7;Москва, Домодедовская ул., 24к1стр2;15000000
12;https://www.mirkvartir.ru/304229621/;-;16.0;2;5;Измайловская;12;Москва, ул. Верхняя Первомайская, 45а;5100000
13;https://www.mirkvartir.ru/286273307/;3;77.6;2;21;Пионерская;1;Москва, ул. Нижние Мневники, 37Астр7;28800000
14;https://www.mirkvartir.ru/292490181/;-;27.0;5;43;Тимирязевская;7;Москва, ул. Хуторская 2-я, 34;12000000
15;https://www.mirkvartir.ru/292736131/;1;37.4;6;9;Коломенская;17;Москва, наб. Марка Шагала, 34к2;14900000
16;https://www.mirkvartir.ru/299832618/;1;40.8;13;30;Мичуринский проспект;17;Москва, ул. Лобачевского, 120к2;21100000
17;https://www.mirkvartir.ru/297753725/;2;72.0;20;21;Щукинская;14;Москва, Щукинская ул., 7;28500000
18;https://www.mirkvartir.ru/299634968/;1;37.7;22;28;Площадь Ильича;-;Москва, ул. Золоторожский Вал, 11стр33;14200000
19;https://www.mirkvartir.ru/302865542/;3;77.7;4;18;Ольховая;-;Москва, Мостовая ул., 5к1;13900000
20;https://www.mirkvartir.ru/301874852/;2;42.0;11;17;Митино;-;Москва, Молжаниновская ул., влд1;11400000
21;https://www.mirkvartir.ru/295334196/;-;33.8;12;22;Беговая;12;Москва, ул. Магистральная 1-я, 25А;8600000
22;https://www.mirkvartir.ru/302638403/;2;53.7;9;17;-;-;Москва, пр-кт Нововатутинский (п.Десеновское), 8;11000000
23;https://www.mirkvartir.ru/301409437/;-;28.0;4;13;Теплый Стан;-;Москва, пр-кт Нововатутинский (п.Десеновское), 8стр1;7250000
24;https://www.mirkvartir.ru/302865726/;3;78.3;16;17;-;-;Москва, пр-кт Нововатутинский (п.Десеновское), 11;13999999
25;https://www.mirkvartir.ru/302191791/;-;27.2;9;9;Коломенская;10;Москва, пр-кт Лихачева, 14;13200000
26;https://www.mirkvartir.ru/296364316/;3;74.0;5;23;Площадь Ильича;18;Москва, ул. Золоторожский Вал, 11стр7;33900000
27;https://www.mirkvartir.ru/303603080/;2;55.0;11;16;Лухмановская;14;Москва, ул. Татьяны Макаровой, 10;15300000
28;https://www.mirkvartir.ru/304196493/;3;83.0;8;8;Нагорная;10;Москва, Каширский проезд, 1/1;20500000
29;https://www.mirkvartir.ru/298585919/;4;321.1;4;5;Театральная;-;Москва, ул. Покровка;106517242
30;https://www.mirkvartir.ru/298816474/;2;35.7;6;12;Кожуховская;-;Москва, Шарикоподшипниковская ул., влд11;14290000
31;https://www.mirkvartir.ru/301434648/;1;35.9;12;17;-;-;Москва, пр-кт Нововатутинский (п.Десеновское), 10;7500000
32;https://www.mirkvartir.ru/303246085/;227;331.0;-;-;Новохохловская;-;Москва, Газгольдерная ул., 8стр2;8400000
33;https://www.mirkvartir.ru/304196495/;2;53.7;16;17;Балтийская;15;Москва, ул. Клары Цеткин, 29;16500000
34;https://www.mirkvartir.ru/294280729/;1;37.2;8;15;Бульвар Адмирала Ушакова;-;Москва, Волоколамское ш., 15/222;7700000
35;https://www.mirkvartir.ru/293019152/;2;44.0;9;16;Филатов Луг;12;Москва, с/п Сосенское, кв-л № 26, 2к1;11950000
36;https://www.mirkvartir.ru/294215482/;2;35.3;16;25;Тушинская;-;Москва, Новорижское ш., к1.1;9950000
37;https://www.mirkvartir.ru/291768330/;2;54.3;12;15;Прокшино;15;Москва, б-р Веласкеса, к8.1;12750000
38;https://www.mirkvartir.ru/299635663/;2;59.21;13;14;Бульвар Адмирала Ушакова;-;Москва, Остафьевское ш., 12к1;12400000
39;https://www.mirkvartir.ru/299424425/;2;40.3;7;14;Бачуринская;-;Москва, с/п Сосенское, Скандинавский б-р, 8;8900000
40;https://www.mirkvartir.ru/302104856/;2;55.1;16;23;Тропарёво;-;Москва, поселение Мосрентген, д. Дудкино, Цветочная ул., к1.2;14000000
41;https://www.mirkvartir.ru/303923054/;-;27.9;3;16;Коммунарка;-;Москва, ул. Мира, 91к2;7000000
42;https://www.mirkvartir.ru/295952863/;2;58.9;5;23;Некрасовка;17;Москва, ул. Недорубова, 28;12650000
43;https://www.mirkvartir.ru/302977036/;3;69.54;19;23;Новопеределкино;-;Москва, Внуковское поселение, с/п Внуковское, ул. Анны Ахматовой, 13/6к1;14800000
44;https://www.mirkvartir.ru/301786932/;3;75.2;1;17;Ховрино;-;Москва, Пятницкое ш., 7к37;13570000
45;https://www.mirkvartir.ru/299635465/;2;54.0;6;10;Бульвар Адмирала Ушакова;-;Москва, Синельниковская ул., 1к1;13100000
46;https://www.mirkvartir.ru/302019882/;2;51.2;9;17;Саларьево;-;Москва, Московский поселение, д. Саларьево, Саларьевская ул., 10к2;13100000
47;https://www.mirkvartir.ru/292394104/;2;51.1;2;9;Ленинский Проспект;-;Москва, с/п Филимонковское, кв-л № 25, 1к10;9850000
48;https://www.mirkvartir.ru/302776867/;1;24.7;15;30;Бульвар Адмирала Ушакова;17;Москва, Бартеневская ул., 16;6750000
49;https://www.mirkvartir.ru/302104737/;2;70.11;5;24;Котельники;19;Московская область, Котельники, Новорязанское ш., 70к1;9900000
50;https://www.mirkvartir.ru/301792381/;1;33.0;14;33;Митино;-;Москва, Муравская ул., к15;7850000
51;https://www.mirkvartir.ru/301789937/;-;31.0;4;10;Строгино;20;Москва, ул. Мякининская 5-я, 20;7600000
52;https://www.mirkvartir.ru/302107083/;2;41.4;5;7;Коммунарка;10;Москва, с/п Сосенское, ул. Александры Монаховой, 2/3;11500000
53;https://www.mirkvartir.ru/292679676/;-;29.5;5;14;Кунцевская;-;Москва, Сколковское ш., 1;7500000
54;https://www.mirkvartir.ru/295013354/;1;30.6;11;15;Бульвар Адмирала Ушакова;-;Москва, ул. Мира, 91к2;6750000
55;https://www.mirkvartir.ru/261247848/;2;52.6;8;17;Саларьево;-;Москва, Родниковая ул., 30к3;12400000
56;https://www.mirkvartir.ru/299635681/;3;60.0;3;25;Митино;-;Москва, Муравская ул., влд44;13000000
57;https://www.mirkvartir.ru/292487276/;1;39.0;12;24;Котельники;16;Московская область, Котельники, Новорязанское ш., 70к1;6950000
58;https://www.mirkvartir.ru/297292638/;2;46.0;5;15;Ольховая;-;Москва, ул. Мира, 91к2;9300000
59;https://www.mirkvartir.ru/299635754/;2;65.5;8;15;Коммунарка;-;Москва, Сосенское поселение, п. Коммунарка, Фитаревская ул., влд4;14300000
60;https://www.mirkvartir.ru/300068751/;1;40.04;19;25;Котельники;16;Московская область, Котельники, Новорязанское ш., 70к1;7400000
61;https://www.mirkvartir.ru/289978145/;3;73.8;3;17;Митино;16;Москва, ул. Генерала Белобородова, 2000;16900000
62;https://www.mirkvartir.ru/281761408/;3;112.0;8;32;Крестьянская Застава;9;Москва, Летниковская ул., 11/10стр12;55000000
63;https://www.mirkvartir.ru/282032413/;-;23.8;22;44;Мичуринский проспект;16;Москва, Озерная ул., влд1;10170000
64;https://www.mirkvartir.ru/279610102/;1;40.5;5;40;ЗИЛ;15;Москва, б-р Братьев Весниных, 2к1;16900000
65;https://www.mirkvartir.ru/279793653/;1;45.4;5;19;Мякинино;10;Москва, Волоколамское ш., 95;13700000
66;https://www.mirkvartir.ru/270319790/;1;37.26;9;32;Бутырская;20;Москва, ул. Бочкова, 11;15000000
67;https://www.mirkvartir.ru/247318084/;2;54.3;18;25;Марьино;20;Москва, Люблинская ул., 76к5;14900000
68;https://www.mirkvartir.ru/301722478/;3;86.0;8;17;Митино;20;Москва, ул. Барышиха, 50;20200000
69;https://www.mirkvartir.ru/281213454/;2;56.1;4;24;ЗИЛ;20;Москва, Новоданиловская наб., 8;16900000
70;https://www.mirkvartir.ru/280121901/;2;67.4;6;7;-;-;Москва, Первомайское поселение, с/п Первомайское, Луговая ул., влд1;7700000
71;https://www.mirkvartir.ru/285150450/;2;69.9;3;23;Ховрино;-;Москва, ул. Соловьиная Роща, 105;18800000
72;https://www.mirkvartir.ru/288645350/;2;60.2;19;29;ЗИЛ;9;Москва, Варшавское ш., 37Ак1стр2;31000000
73;https://www.mirkvartir.ru/286701691/;3;69.3;15;30;Кунцевская;20;Москва, ул. Петра Алексеева, 12стр34;19900000
74;https://www.mirkvartir.ru/299769843/;1;55.0;36;46;Калужская;16;Москва, ул. Академика Волгина, влд2;19800000
75;https://www.mirkvartir.ru/299703957/;1;41.0;4;14;Кутузовская;12;Москва, Шмитовский проезд, 39к1;15800000
76;https://www.mirkvartir.ru/297918322/;3;68.3;19;44;Народное Ополчение;20;Москва, ул. Шеногина, 2стр22;28000000
77;https://www.mirkvartir.ru/301870586/;2;52.1;28;33;Черкизовская;16;Москва, Амурская ул., 2Ак4;14800000
78;https://www.mirkvartir.ru/299299015/;1;34.5;7;9;-;-;Москва, Филимонковское поселение, д. Староселье, 22;7995000
79;https://www.mirkvartir.ru/300123590/;6;207.0;9;10;Планерная;-;Москва, ул. Соловьиная Роща, 16;69000000
80;https://www.mirkvartir.ru/297692839/;2;64.81;41;55;Рижская;16;Москва, ул. Марьиной Рощи 4-я, 12к1;24999000
81;https://www.mirkvartir.ru/299589128/;2;59.1;8;22;Лухмановская;18;Москва, ул. Рудневка, 21;15000000
82;https://www.mirkvartir.ru/299770566/;2;52.0;6;27;Верхние котлы;-;Москва, Электролитный проезд, 10стр7;19000000
83;https://www.mirkvartir.ru/299834280/;2;48.7;15;41;Кутузовская;-;Москва, проезд Сетуньский 1-й, влд6;22695000
84;https://www.mirkvartir.ru/299834694/;3;65.3;9;21;ЗИЛ;15;Москва, Новоданиловская наб., 8;22600000
85;https://www.mirkvartir.ru/301640531/;3;96.9;5;13;Ольховая;-;Москва, ул. Новый Арбат, 5к1;16990000
86;https://www.mirkvartir.ru/299581957/;1;39.5;10;13;-;-;Москва, Десеновское поселение, п. Ватутинки, к3А;9250000
87;https://www.mirkvartir.ru/300184568/;3;99.2;4;15;Электрозаводская;20;Москва, ул. Новая Дорога, 11Ак1;38000000
88;https://www.mirkvartir.ru/281304766/;-;27.0;10;25;Алтуфьево;15;Москва, Илимская ул., 3стр9;8200000
89;https://www.mirkvartir.ru/290575627/;3;69.5;9;25;Спартак;19;Москва, Волоколамское ш., 81стр2;20499000
90;https://www.mirkvartir.ru/290509991/;3;80.5;6;12;Котельники;15;Московская область, Люберецкий р-н, Люберцы, Юбилейная ул., 134;11501001
91;https://www.mirkvartir.ru/286709913/;2;60.78;5;14;Бутырская;18;Москва, Складочная ул., 6стр10;20500000
92;https://www.mirkvartir.ru/286706710/;2;72.1;4;15;Новохохловская;18;Москва, проезд Грайвороновский 1-й, 7Ак1;18500000
93;https://www.mirkvartir.ru/284240307/;3;110.0;13;17;Царицыно;-;Москва, ул. Радиальная 6-я, влд7к28;20500000
94;https://www.mirkvartir.ru/284705768/;1;40.0;16;41;Мичуринский проспект;6;Москва, ул. Лобачевского, 124к3;14900000
95;https://www.mirkvartir.ru/264840654/;-;26.5;4;28;Балтийская;20;Москва, Волоколамское ш., 24к1;8249000
96;https://www.mirkvartir.ru/266495241/;4;152.5;17;23;Говорово;12;Москва, ул. Главмосстроя, 5;44000000
97;https://www.mirkvartir.ru/262518123/;4;158.5;18;19;Речной вокзал;-;Москва, Соколово-Мещерская ул., 31;39625000
98;https://www.mirkvartir.ru/294215536/;2;68.7;7;21;Новогиреево;18;Москва, Новогиреевская ул., влд5;17000000
99;https://www.mirkvartir.ru/299433021/;2;51.7;13;17;Митино;16;Москва, Митинская ул., 26;14000000
100;https://www.mirkvartir.ru/299587582/;2;53.8;2;17;Некрасовка;20;Москва, пр-кт Защитников Москвы, 3к1;15500000
101;https://www.mirkvartir.ru/299770360/;3;75.2;7;18;Бабушкинская;-;Москва, Ярославское ш., 51;20450000
102;https://www.mirkvartir.ru/301787352/;2;66.9;3;17;Войковская;-;Москва, Большая Академическая ул., 13а;13500000
103;https://www.mirkvartir.ru/301874536/;2;61.0;12;24;ЗИЛ;19;Москва, Новоданиловская наб., 8;22000000
104;https://www.mirkvartir.ru/299587604/;1;49.6;8;12;Бачуринская;-;Москва, Сосенское поселение, п. Коммунарка, ул. Липовый парк, 11;15000000
105;https://www.mirkvartir.ru/300377968/;4;123.2;9;10;Бульвар Рокоссовского;17;Москва, ул. Гражданская 4-я, 33/1;44275140
106;https://www.mirkvartir.ru/299635256/;1;35.7;4;17;Улица Горчакова;2;Москва, ул. Кадырова, 4;16500000
107;https://www.mirkvartir.ru/303922901/;3;61.1;8;12;Боровское шоссе;-;Москва, Староорловская ул., 20;13600000
108;https://www.mirkvartir.ru/299432472/;2;59.0;22;23;Лермонтовский Проспект;19;Московская область, Люберецкий р-н, Люберцы, ул. Кирова, 9к4;12800000
109;https://www.mirkvartir.ru/301116880/;-;22.0;2;27;Некрасовка;4;Москва, ул. Недорубова, 14;4790000
110;https://www.mirkvartir.ru/302817909/;3;63.0;9;9;Прокшино;-;Москва, Пасечная ул., 5астр3;14500000
111;https://www.mirkvartir.ru/299570972/;1;51.0;6;14;Говорово;8;Москва, Московский поселение, д. Говорово, ул. Татьянин Парк, 14к2;15500000
112;https://www.mirkvartir.ru/296010869/;3;68.7;8;13;Минская;-;Москва, ул. Генерала Дорохова, 39к1В;31500000
113;https://www.mirkvartir.ru/302767723/;3;102.7;17;18;Планерная;-;Москва, Соколово-Мещерская ул., 2612;28000000
114;https://www.mirkvartir.ru/295337237/;2;52.0;8;14;Говорово;14;Москва, ул. Щорса, 3;15290000
115;https://www.mirkvartir.ru/264273945/;2;56.7;7;22;Митино;9;Москва, ул. Барышиха, 14к2;16500000
116;https://www.mirkvartir.ru/292396238/;1;34.3;4;25;Ботанический Сад;6;Москва, Кольская ул., 8к2;10075968
117;https://www.mirkvartir.ru/291784903/;2;60.0;4;9;Прокшино;20;Москва, Сосенское поселение, д. Николо-Хованское, Николо-Хованская ул., 18;15900000
118;https://www.mirkvartir.ru/280982372/;4;91.0;1;17;Некрасовка;15;Московская область, Люберецкий р-н, Люберцы, Комсомольский пр-кт, 19к2стр1;14000000
119;https://www.mirkvartir.ru/293782070/;2;56.1;5;17;Алтуфьево;20;Москва, Дмитровское ш., 169к4;15000000
120;https://www.mirkvartir.ru/293542058/;3;83.3;21;23;Боровское шоссе;3;Москва, Производственная ул., 4А;22000000
121;https://www.mirkvartir.ru/294272323/;1;36.7;4;7;-;-;Москва, Марушкинское поселение, д. Крекшино, ул. Медовая Долина, 7к1;6050000
122;https://www.mirkvartir.ru/290664717/;4;81.2;12;29;Мичуринский проспект;5;Москва, Матвеевская ул., влд17;26900000
123;https://www.mirkvartir.ru/286944865/;2;42.5;9;9;Некрасовка;20;Московская область, Люберецкий р-н, Люберцы, проезд Кожуховский 1-й, 44;6200000
124;https://www.mirkvartir.ru/302108036/;2;58.9;5;17;Коммунарка;-;Москва, Сосенское поселение, п. Коммунарка, ул. Александры Монаховой, 88к2;13700000
125;https://www.mirkvartir.ru/302019997/;3;72.6;14;33;Новохохловская;10;Москва, Новохохловская ул., 15стр1;20000000
126;https://www.mirkvartir.ru/301640719/;2;48.7;5;24;Бачуринская;-;Москва, Сосенское поселение, п. Коммунарка, Бачуринская ул., 13;10000000
127;https://www.mirkvartir.ru/301426967/;1;32.6;1;9;Ховрино;-;Москва, Ленинградское ш., 64;6800000
128;https://www.mirkvartir.ru/301947636/;3;88.5;3;10;Лермонтовский Проспект;15;Московская область, Люберецкий р-н, Люберцы, Парковая ул., 40;19700000
129;https://www.mirkvartir.ru/302020173/;1;33.5;8;15;-;-;Москва, п. Рязановское, ул. Уточкина, 8к1;8300000
130;https://www.mirkvartir.ru/302567566/;2;43.4;4;9;Некрасовка;20;Московская область, Люберецкий р-н, Люберцы, ул. Побратимов, 28/4;8000000
131;https://www.mirkvartir.ru/300571423/;1;41.9;8;19;Крестьянская Застава;7;Москва, Летниковская ул., 4стр2;23000000
132;https://www.mirkvartir.ru/297352950/;1;34.0;13;33;Новохохловская;10;Москва, Перовское ш., 2к2;10050000
133;https://www.mirkvartir.ru/295955197/;2;41.3;17;33;Озёрная;8;Москва, Озерная ул., 44;12700000
134;https://www.mirkvartir.ru/296011006/;1;38.0;12;24;Кожуховская;17;Москва, Волгоградский пр-кт, 32/3к1;12300000
135;https://www.mirkvartir.ru/296012041/;2;42.0;13;35;Кутузовская;15;Москва, Шмитовский проезд, 39к1;19900000
136;https://www.mirkvartir.ru/297430594/;1;33.6;24;37;Мичуринский проспект;6;Москва, ул. Лобачевского, 124к3;13999999
137;https://www.mirkvartir.ru/299495169/;2;56.5;4;13;Прокшино;-;Москва, пл. Мясницкие Ворота, 7к3;14700000
138;https://www.mirkvartir.ru/299770569/;2;62.0;3;6;Бульвар Рокоссовского;17;Москва, ул. Гражданская 4-я, 33/1;20510685
139;https://www.mirkvartir.ru/299495208/;3;82.4;2;17;Аннино;11;Москва, ул. Чехова, 47;14570000
140;https://www.mirkvartir.ru/299834305/;2;49.53;11;33;Черкизовская;11;Москва, Открытое ш., к1.1;13900000
141;https://www.mirkvartir.ru/302625317/;2;54.0;3;17;Рассказовка;-;Москва, Смольная ул., 8стр1;11000000
142;https://www.mirkvartir.ru/302818703/;2;48.0;7;17;Митино;15;Москва, Пятницкое ш., 15;14500000
143;https://www.mirkvartir.ru/299586256/;2;47.3;8;17;Окружная;-;Москва, Дмитровское ш., 59;14800000
144;https://www.mirkvartir.ru/301871281/;2;66.6;9;16;Коммунарка;13;Москва, Сосенское поселение, п. Коммунарка, Ясная ул., 8;15150000
145;https://www.mirkvartir.ru/302632870/;3;82.0;3;19;Новопеределкино;15;Москва, Внуковское поселение, с/п Внуковское, б-р Андрея Тарковсокго, 5;17699999
146;https://www.mirkvartir.ru/302779003/;3;70.0;7;14;Жулебино;-;Москва, ул. Вольская 1-я, 24к1;13000000
147;https://www.mirkvartir.ru/304020879/;2;56.1;2;18;Рассказовка;-;Москва, ул. Летчика Ульянина (п Внуковское), 2;14900000
148;https://www.mirkvartir.ru/303061011/;3;73.89;5;33;Мичуринский проспект;5;Москва, Очаковское ш., влд9стр3;19500000
149;https://www.mirkvartir.ru/302862668/;3;138.0;2;9;Балтийская;-;Москва, Ландышевая ул., 14;38000000
150;https://www.mirkvartir.ru/302567566/;2;43.4;4;9;Некрасовка;20;Московская область, Люберецкий р-н, Люберцы, ул. Побратимов, 28/4;8000000
151;https://www.mirkvartir.ru/304020879/;2;56.1;2;18;Рассказовка;-;Москва, ул. Летчика Ульянина (п Внуковское), 2;14900000
152;https://www.mirkvartir.ru/303061011/;3;73.89;5;33;Мичуринский проспект;5;Москва, Очаковское ш., влд9стр3;19500000
153;https://www.mirkvartir.ru/303060631/;2;61.6;38;49;Ростокино;12;Москва, ул. Вильгельма Пика, влд3;24200000
154;https://www.mirkvartir.ru/302977972/;-;21.6;32;32;Бутырская;17;Москва, ул. Руставели, 14;10300000
155;https://www.mirkvartir.ru/304106986/;2;38.2;13;32;Речной вокзал;5;Москва, Кронштадтский б-р, к1.1;13800000
156;https://www.mirkvartir.ru/303990977/;2;67.0;10;19;Коммунарка;-;Москва, Шмитовский проезд, 20стр1;14100000
157;https://www.mirkvartir.ru/304086179/;2;65.3;5;10;Новопеределкино;18;Москва, б-р Андрея Тарковского, 6;16900000
158;https://www.mirkvartir.ru/303838007/;2;80.0;2;9;Беломорская;-;Москва, Ландышевая ул., 14к1;22000000
159;https://www.mirkvartir.ru/302571582/;1;37.6;4;19;Некрасовка;8;Москва, ул. Ухтомского Ополчения, 8;8995000
160;https://www.mirkvartir.ru/303207549/;2;68.2;27;32;Хорошёвская;7;Москва, Причальный проезд, 8;37000000
161;https://www.mirkvartir.ru/302632324/;3;74.0;15;17;Бульвар Адмирала Ушакова;20;Москва, б-р Адмирала Ушакова, 8;16000000
162;https://www.mirkvartir.ru/304132851/;2;60.8;14;46;Калужская;16;Москва, ул. Академика Волгина, влд2;21950000
163;https://www.mirkvartir.ru/302632870/;3;82.0;3;19;Новопеределкино;15;Москва, Внуковское поселение, с/п Внуковское, б-р Андрея Тарковсокго, 5;17699999
164;https://www.mirkvartir.ru/302779003/;3;70.0;7;14;Жулебино;-;Москва, ул. Вольская 1-я, 24к1;13000000
165;https://www.mirkvartir.ru/302482053/;3;82.6;6;23;Новохохловская;17;Москва, проезд Грайвороновский 1-й, 7Ак1;19900000
166;https://www.mirkvartir.ru/302329361/;2;54.0;2;9;Говорово;15;Москва, Московский поселение, д. Говорово, ул. Татьянин Парк, 16к3;16700000
167;https://www.mirkvartir.ru/301640719/;2;48.7;5;24;Бачуринская;-;Москва, Сосенское поселение, п. Коммунарка, Бачуринская ул., 13;10000000
168;https://www.mirkvartir.ru/302104313/;3;92.02;3;14;Новогиреево;18;Москва, Новогиреевская ул., влд5;19950000
169;https://www.mirkvartir.ru/301426967/;1;32.6;1;9;Ховрино;-;Москва, Ленинградское ш., 64;6800000
170;https://www.mirkvartir.ru/299635714/;4;120.0;7;16;Котельники;15;Московская область, Люберецкий р-н, Люберцы, Шоссейная ул., 58к2;22000000
171;https://www.mirkvartir.ru/302105540/;2;53.7;13;18;Печатники;5;Москва, Корабельная ул., 6;20700000
172;https://www.mirkvartir.ru/301430001/;1;40.5;4;17;Котельники;-;Московская область, Люберецкий р-н, Люберцы, ул. Авиаторов, 20к2;7400000
173;https://www.mirkvartir.ru/301430002/;-;23.7;5;16;Бачуринская;-;Москва, Калужское ш., 15;7800000
174;https://www.mirkvartir.ru/296010094/;-;25.6;36;52;Минская;-;Москва, ул. Генерала Дорохова, влд88;11800000
175;https://www.mirkvartir.ru/295774937/;2;53.4;9;17;Митино;1;Москва, Митинская ул., 57;13800000
176;https://www.mirkvartir.ru/301638630/;3;77.6;14;17;Алтуфьево;20;Москва, Челобитьевское ш., 12к4;16200000
177;https://www.mirkvartir.ru/301113174/;3;103.0;8;10;Кутузовская;5;Москва, ул. Братьев Фонченко, 3к1;85500000
178;https://www.mirkvartir.ru/301113978/;-;19.7;3;9;Коммунарка;-;Москва, Сосенское поселение, д. Столбово, к5;5200000
179;https://www.mirkvartir.ru/292985472/;3;77.0;5;14;Бульвар Адмирала Ушакова;11;Москва, ул. Адмирала Лазарева, 64;15350000
180;https://www.mirkvartir.ru/295019803/;2;50.9;7;17;Саларьево;9;Москва, Новозаводская ул., 18стр171;10900000
181;https://www.mirkvartir.ru/294287801/;3;60.4;5;9;Жулебино;20;Московская область, Люберецкий р-н, Люберцы, ул. 3-е Почтовое отделение, 406;12000000
182;https://www.mirkvartir.ru/299587557/;3;74.0;6;9;Бульвар Адмирала Ушакова;15;Москва, ул. Адмирала Лазарева, 54к1;15500000
183;https://www.mirkvartir.ru/299064468/;2;63.0;3;10;Бульвар Адмирала Ушакова;18;Москва, Изюмская ул., 50;16500000
184;https://www.mirkvartir.ru/299423332/;2;44.3;12;15;Котельники;-;Московская область, Котельники, ул. Силикат, 20;12200000
185;https://www.mirkvartir.ru/299631297/;1;40.1;29;31;Молодежная;10;Москва, ул. Академика Павлова, 28;15700000
186;https://www.mirkvartir.ru/299489052/;1;32.0;14;21;Новохохловская;-;Москва, проезд Грайвороновский 1-й, 7Ак1;9300000
187;https://www.mirkvartir.ru/303987057/;3;61.8;4;5;Новокосино;14;Московская область, Реутов, ул. Дзержинского, 73;10200000
188;https://www.mirkvartir.ru/299424460/;4;135.9;4;9;Аннино;8;Москва, Старокачаловская ул., 16;35000000
189;https://www.mirkvartir.ru/299573861/;3;83.9;7;17;Бунинская  Аллея;20;Москва, Чечерский проезд, к14;15200000
190;https://www.mirkvartir.ru/299574040/;3;71.3;1;14;Новокосино;18;Москва, ул. Николая Старостина, 9;15100000
191;https://www.mirkvartir.ru/302464180/;1;32.4;8;9;Комсомольская;-;Москва, Ленинградское ш., 64;7000000
192;https://www.mirkvartir.ru/297837487/;3;78.0;11;21;Зорге;13;Москва, ул. Зорге, 9;28000000
193;https://www.mirkvartir.ru/286265172/;1;39.0;9;20;Пражская;-;Москва, ул. Радиальная 6-я, влд7к30;8300000
194;https://www.mirkvartir.ru/293346539/;2;98.0;5;25;Проспект Вернадского;5;Москва, пр-кт Вернадского, влд78;38000000
195;https://www.mirkvartir.ru/294206591/;2;52.0;10;17;Новокосино;12;Московская область, Реутов, Молодежная ул., 27;11800000
196;https://www.mirkvartir.ru/299635507/;2;60.3;10;17;Митино;16;Москва, Митинская ул., 26;16800000
197;https://www.mirkvartir.ru/299432450/;-;25.78;7;10;Дубровка;17;Москва, Автомобильный проезд, 4;8700000
198;https://www.mirkvartir.ru/299704406/;1;34.6;6;25;Народное Ополчение;17;Москва, ул. Берзарина, 32к3.2;11600000
199;https://www.mirkvartir.ru/294206591/;2;52.0;10;17;Новокосино;12;Московская область, Реутов, Молодежная ул., 27;11800000
200;https://www.mirkvartir.ru/299635507/;2;60.3;10;17;Митино;16;Москва, Митинская ул., 26;16800000
201;https://www.mirkvartir.ru/299432450/;-;25.78;7;10;Дубровка;17;Москва, Автомобильный проезд, 4;8700000
202;https://www.mirkvartir.ru/299704406/;1;34.6;6;25;Народное Ополчение;17;Москва, ул. Берзарина, 32к3.2;11600000
203;https://www.mirkvartir.ru/301639433/;4;91.0;2;12;Бульвар Адмирала Ушакова;7;Москва, Южнобутовская ул., 66;17000000
204;https://www.mirkvartir.ru/300318033/;3;86.5;19;22;ЗИЛ;-;Москва, б-р Братьев Весниных, 2к1;39800000
205;https://www.mirkvartir.ru/299703698/;2;41.0;4;25;Коломенская;15;Москва, Нагатинская наб., 10Астр3;15999000
206;https://www.mirkvartir.ru/299428015/;2;57.2;19;24;Лермонтовский Проспект;10;Москва, Пронская ул., 13;14000000
207;https://www.mirkvartir.ru/302864051/;1;40.2;24;34;Митино;19;Москва, Дубравная ул., к4;11750000
208;https://www.mirkvartir.ru/303836580/;4;93.0;15;22;Филатов Луг;-;Москва, Московский поселение, Московский, кв-л 81, 1к1;21300000
209;https://www.mirkvartir.ru/302976736/;3;76.0;12;16;Некрасовка;10;Москва, ул. Лавриненко, 2;16700000
210;https://www.mirkvartir.ru/304055010/;2;57.9;15;17;Коммунарка;20;Москва, Сосенское поселение, п. Коммунарка, ул. Липовый парк, 9;15700000
211;https://www.mirkvartir.ru/303811793/;-;22.1;7;7;Пятницкое шоссе;-;Москва, Ленинградское ш.;4596800
212;https://www.mirkvartir.ru/302779348/;-;28.3;22;25;Алтуфьево;15;Москва, Илимская ул., 3стр9;7800000
